,p1,p2,edge_weight
1365,54032,13015,1
1366,54032,21616,1
1367,54034,36406,1
1368,54069,28211,1
1369,54069,30920,1
1370,54069,52196,1
1371,54120,32396,1
1372,54168,12528,1
1373,54168,38557,1
1374,54168,46128,1
1375,54424,5362,1
1376,54455,17006,1
1377,54455,35958,1
1378,54555,771,1
1379,54555,35900,1
1380,54555,36854,1
1381,54555,41041,1
1382,54559,44234,1
1383,54566,15709,1
1384,54574,3738,1
1385,54658,9112,1
1386,54658,10917,1
1387,54658,42630,1
1388,54712,11670,1
1389,54712,49832,1
1390,54722,36683,1
1391,54734,16418,1
1392,54734,44321,1
1393,54756,6363,1
1394,54756,32208,1
1395,54756,40675,1
1396,54756,50651,1
1397,54804,23964,1
1398,54804,39172,1
1399,54871,11909,1
1400,54871,50080,1
1401,54901,24682,1
1402,54901,37065,1
1403,54924,13015,1
1404,54924,19896,1
1405,54924,33079,1
1406,54924,54032,1
1407,54939,14778,1
1408,54939,35739,1
1409,54939,38187,1
1410,54984,30191,1
1411,54991,32208,1
1412,54991,54756,1
1413,55007,12110,1
1414,55007,21961,1
1415,55007,29638,1
1416,55029,32447,1
1417,55042,44918,1
1418,55045,18796,1
1419,55045,49513,1
1420,55206,19161,1
1421,55206,42347,1
1422,55234,1884,1
1423,55234,2024,1
1424,55234,29520,1
1425,55234,30995,1
1426,55243,47657,1
1427,55277,49522,1
1428,55313,5354,1
1429,55313,14359,1
1430,55321,602,1
1431,55321,10198,1
1432,55321,12280,1
1433,55353,12529,1
1434,55353,39885,1
1435,55360,3670,1
1436,55360,3797,1
1437,55360,8378,1
1438,55360,52970,1
1439,55391,35113,1
1440,55391,36683,1
1441,55391,52718,1
1442,55497,14222,1
1443,55497,46067,1
1444,55645,5607,1
1445,55645,16418,1
1446,55645,21080,1
1447,55645,35925,1
1448,55645,53914,1
1449,55656,35458,1
1450,55656,37808,1
1451,55691,25877,1
1452,55694,47757,1
1453,55700,19161,1
1454,55700,42347,1
1455,55700,55206,1
1456,55715,10183,1
1457,55715,36490,1
1458,55715,48736,1
1459,55715,51310,1
1460,55956,10579,1
1461,55956,18307,1
1462,55973,9680,1
1463,55973,29317,1
1464,55973,33079,1
1465,55983,22497,1
1466,55983,48394,1
1467,55997,31606,1
1468,55997,32926,1
1469,56029,12993,1
1470,56029,13939,1
1471,56029,32037,1
1472,56029,52970,1
1473,56094,44353,1
1474,56094,49048,1
1475,56097,47645,1
1476,56167,5582,1
1477,56333,6279,1
1478,56349,30814,1
1479,56366,20763,1
1480,56366,50946,1
1481,56379,9601,1
1482,56379,21987,1
1483,56379,24265,1
1484,56379,39032,1
1485,56390,3506,1
1486,56390,25877,1
1487,56390,30603,1
1488,56390,35467,1
1489,56390,40452,1
1490,56390,47423,1
1491,56436,29791,1
1492,56448,15175,1
1493,56448,43655,1
1494,56513,176,1
1495,56523,33453,1
1496,56523,41645,1
1497,56523,53963,1
1498,56558,12054,1
1499,56558,42527,1
1500,56558,44877,1
1501,56558,55433,1
1502,56570,7299,1
1503,56570,13275,1
1504,56571,20967,1
1505,56571,42764,1
1506,56575,17323,1
1507,56609,5438,1
1508,56609,32686,1
1509,56609,53590,1
1510,56609,53622,1
1511,56660,3777,1
1512,56660,13389,1
1513,56660,30645,1
1514,56660,39317,1
1515,56660,45793,1
1516,56698,43476,1
1517,56701,23310,1
1518,56846,19674,1
1519,56846,30234,1
1520,56884,28634,1
1521,56884,36266,1
1522,56894,24463,1
1523,56894,40727,1
1524,56894,52627,1
1525,56946,48950,1
1526,56951,13295,1
1527,56951,40641,1
1528,56951,40796,1
1529,56957,825,1
1530,56957,13765,1
1531,56957,21897,1
1532,57003,103,1
1533,57003,4214,1
1534,57003,15390,1
1535,57003,50120,1
1536,57003,53765,1
1537,57014,29392,1
1538,57014,47657,1
1539,57014,55243,1
1540,57044,26033,1
1541,57044,34675,1
1542,57064,5851,1
1543,57070,18618,1
1544,57070,29356,1
1545,57070,51009,1
1546,57168,13765,1
1547,57168,21897,1
1548,57168,37692,1
1549,57177,852,1
1550,57186,4861,1
1551,57186,25621,1
1552,57186,48494,1
1553,57211,20506,1
1554,57211,51862,1
1555,57245,10305,1
1556,57267,38852,1
1557,57268,679,1
1558,57268,21813,1
1559,57268,47182,1
1560,57280,4323,1
1561,57280,33726,1
1562,57342,34675,1
1563,57342,49832,1
1564,57342,54712,1
1565,57347,11084,1
1566,57347,29100,1
1567,57347,30311,1
1568,57348,3479,1
1569,57348,5732,1
1570,57348,26852,1
1571,57348,47383,1
1572,57416,4644,1
1573,57416,48793,1
1574,57416,56894,1
1575,57432,22197,1
1576,57432,40024,1
1577,57432,43170,1
1578,57442,27579,1
1579,57442,46373,1
1580,57526,16163,1
1581,57526,26240,1
1582,57526,34347,1
1583,57526,47334,1
1584,57695,26656,1
1585,57695,35296,1
1586,57703,15333,1
1587,57703,35416,1
1588,57712,21394,1
1589,57712,40223,1
1590,57712,46128,1
1591,57720,9736,1
1592,57720,10548,1
1593,57720,19240,1
1594,57720,36426,1
1595,57720,45174,1
1596,57720,51630,1
1597,57761,30748,1
1598,57761,54734,1
1599,57807,48394,1
1600,57807,55983,1
1601,57814,43815,1
1602,57836,26033,1
1603,57836,57044,1
1604,57874,43990,1
1605,57913,26449,1
1606,57913,29638,1
1607,57923,38621,1
1608,57945,19896,1
1609,57945,21646,1
1610,57945,35459,1
1611,57945,50183,1
1612,57945,50206,1
1613,57982,12280,1
1614,57982,43277,1
1615,57982,50430,1
1616,57982,55321,1
1617,58047,9098,1
1618,58047,22444,1
1619,58047,30319,1
1620,58075,28184,1
1621,58075,46994,1
1622,58081,38809,1
1623,58100,48961,1
1624,58139,24147,1
1625,58222,2024,1
1626,58222,18167,1
1627,58222,19489,1
1628,58227,3159,1
1629,58227,13274,1
1630,58227,21556,1
1631,58237,29505,1
1632,58237,41939,1
1633,58241,5582,1
1634,58241,24860,1
1635,58290,43864,1
1636,58290,45614,1
1637,58349,4452,1
1638,58349,19489,1
1639,58349,24248,1
1640,58349,24916,1
1641,58349,26931,1
1642,58349,40351,1
1643,58349,50827,1
1644,58349,57177,1
1645,58416,36012,1
1646,58416,44888,1
1647,58416,50447,1
1648,58423,4532,1
1649,58423,29212,1
1650,58451,26656,1
1651,58451,57695,1
1652,58467,7367,1
1653,58467,23478,1
1654,58467,24952,1
1655,58467,32037,1
1656,58492,40675,1
1657,58492,44262,1
1658,58740,5354,1
1659,58789,24501,1
1660,58789,41796,1
1661,58795,4178,1
1662,58795,56575,1
1663,58848,26469,1
1664,58848,52612,1
1665,58858,10715,1
1666,58858,37808,1
1667,58858,55656,1
1668,58875,556,1
1669,58875,3791,1
1670,58875,13879,1
1671,58875,22124,1
1672,58879,33755,1
1673,58887,10844,1
1674,58896,28526,1
1675,59197,771,1
1676,59197,5701,1
1677,59197,15528,1
1678,59197,17290,1
1679,59197,54555,1
1680,59219,3865,1
1681,59219,40267,1
1682,59219,48185,1
1683,59219,57703,1
1684,59221,6890,1
1685,59230,1252,1
1686,59230,30985,1
1687,59246,5484,1
1688,59246,19696,1
1689,59246,47705,1
1690,59305,4535,1
1691,59305,43352,1
1692,59305,46570,1
1693,59375,40893,1
1694,59395,22212,1
1695,59395,30191,1
1696,59410,4861,1
1697,59410,17950,1
1698,59412,4155,1
1699,59412,37616,1
1700,59412,39165,1
1701,59420,32113,1
1702,59479,8416,1
1703,59479,21646,1
1704,59479,29242,1
1705,59479,29284,1
1706,59535,10369,1
1707,59561,3090,1
1708,59584,34343,1
1709,59584,45742,1
1710,59668,3296,1
1711,59668,56698,1
1712,59679,24484,1
1713,59679,46332,1
1714,59689,40842,1
1715,59689,41308,1
1716,59771,3130,1
1717,59812,18167,1
1718,59812,19489,1
1719,59812,33801,1
1720,59814,54871,1
1721,59816,50080,1
1722,59816,56333,1
1723,59914,42614,1
1724,59922,6137,1
1725,59922,29768,1
1726,59922,48370,1
1727,59959,176,1
1728,59959,56513,1
1729,59961,5731,1
1730,59961,17006,1
1731,59971,14609,1
1732,59971,39588,1
1733,60026,4557,1
1734,60026,38170,1
1735,60130,1133,1
1736,60130,14609,1
1737,60130,39588,1
1738,60130,59971,1
1739,60137,54005,1
1740,60225,56167,1
1741,60327,2162,1
1742,60327,4192,1
1743,60327,14967,1
1744,60327,47420,1
1745,60332,31963,1
1746,60332,42630,1
1747,60332,45647,1
1748,60387,4046,1
1749,60387,36266,1
1750,60388,14967,1
1751,60388,47420,1
1752,60388,49337,1
1753,60418,1979,1
1754,60418,16662,1
1755,60525,10405,1
1756,60604,6935,1
1757,60604,41488,1
1758,60607,852,1
1759,60607,27112,1
1760,60752,4219,1
1761,60752,32447,1
1762,60794,19524,1
1763,60794,59679,1
1764,60826,28211,1
1765,60826,36830,1
1766,60826,50145,1
1767,60870,2945,1
1768,60870,54069,1
1769,60936,5717,1
1770,60936,45554,1
1771,60936,52272,1
1772,60936,59961,1
1773,60937,31011,1
1774,60960,15435,1
1775,60960,41645,1
1776,60960,42265,1
1777,60960,53963,1
1778,60960,56523,1
1779,61013,19980,1
1780,61013,37729,1
1781,61036,22417,1
1782,61036,32727,1
1783,61051,44262,1
1784,61051,58492,1
1785,61070,20810,1
1786,61070,30292,1
1787,61095,19896,1
1788,61095,21646,1
1789,61095,35459,1
1790,61103,4583,1
1791,61103,47240,1
1792,61147,6279,1
1793,61147,56333,1
1794,61147,59816,1
1795,61167,5496,1
1796,61185,5851,1
1797,61185,13358,1
1798,61250,21038,1
1799,61254,48961,1
1800,61392,2532,1
1801,61392,25553,1
1802,61392,48580,1
1803,61392,49242,1
1804,61420,48034,1
1805,61443,1133,1
1806,61443,4972,1
1807,61443,33161,1
1808,61590,9013,1
1809,61590,16777,1
1810,61638,8832,1
1811,61638,18691,1
1812,61638,35771,1
1813,61638,43830,1
1814,61638,45714,1
1815,61708,17290,1
1816,61708,46005,1
1817,61754,7526,1
1818,61754,35750,1
1819,61784,55691,1
1820,61797,47771,1
1821,61797,60666,1
1822,61815,7737,1
1823,61815,15274,1
1824,61815,43370,1
1825,61822,3738,1
1826,61822,12528,1
1827,61836,35060,1
1828,61923,18618,1
1829,61923,35816,1
1830,61923,44511,1
1831,61923,51009,1
1832,61947,13297,1
1833,61947,23273,1
1834,61947,26814,1
1835,61947,27712,1
1836,61953,18780,1
1837,61953,22212,1
1838,61953,25097,1
1839,61953,61051,1
1840,61983,5423,1
1841,62009,852,1
1842,62009,1133,1
1843,62082,20912,1
1844,62082,37522,1
1845,62082,50153,1
1846,62098,11634,1
1847,62098,12369,1
1848,62102,24830,1
1849,62102,35406,1
1850,62102,57814,1
1851,62110,2606,1
1852,62110,21038,1
1853,62110,61250,1
1854,62119,42527,1
1855,62119,56558,1
1856,62119,56660,1
1857,62151,16434,1
1858,62151,52040,1
1859,62153,4622,1
1860,62153,29638,1
1861,62153,39032,1
1862,62153,42265,1
1863,62153,45974,1
1864,62181,15675,1
1865,62181,58848,1
1866,62234,32661,1
1867,62234,43990,1
1868,62234,57874,1
1869,62320,14501,1
1870,62320,16234,1
1871,62320,34944,1
1872,62320,50113,1
1873,62353,5851,1
1874,62353,61185,1
1875,62523,503,1
1876,62523,9519,1
1877,62523,15709,1
1878,62523,50206,1
1879,62537,9736,1
1880,62537,36426,1
1881,62537,45174,1
1882,62537,51630,1
1883,62537,57720,1
1884,62578,16358,1
1885,62578,34275,1
1886,62638,9967,1
1887,62638,54029,1
1888,62647,2196,1
1889,62647,2450,1
1890,62647,18307,1
1891,62706,35984,1
1892,62706,49267,1
1893,62737,12268,1
1894,62737,32727,1
1895,62844,18226,1
1896,62844,55691,1
1897,62945,28655,1
1898,62945,33845,1
1899,62945,43990,1
1900,62945,57874,1
1901,62993,679,1
1902,62993,57268,1
1903,62993,60048,1
1904,63016,9383,1
1905,63016,23472,1
1906,63063,50191,1
1907,63076,45637,1
1908,63076,47904,1
1909,63138,4535,1
1910,63138,28313,1
1911,63138,35060,1
1912,63138,61836,1
1913,63213,7645,1
1914,63217,54655,1
1915,63225,42652,1
1916,63226,61103,1
1917,63242,37039,1
1918,63273,9769,1
1919,63273,15333,1
1920,63273,35416,1
1921,63273,57703,1
1922,63424,13359,1
1923,63424,21831,1
1924,63424,52027,1
1925,63428,47349,1
1926,63464,13591,1
1927,63501,49522,1
1928,63505,24682,1
1929,63505,37065,1
1930,63505,54901,1
1931,63603,41700,1
1932,63670,11635,1
1933,63670,48494,1
1934,63698,4046,1
1935,63698,56884,1
1936,63698,63016,1
1937,63710,30985,1
1938,63710,48524,1
1939,63727,16881,1
1940,63727,31300,1
1941,63859,17609,1
1942,63887,5635,1
1943,63887,27182,1
1944,63894,29718,1
1945,63894,34016,1
1946,63894,60604,1
1947,63924,13015,1
1948,63924,15306,1
1949,63924,54032,1
1950,64192,4717,1
1951,64236,33417,1
1952,64236,48952,1
1953,64264,19563,1
1954,64324,31478,1
1955,64324,49521,1
1956,64324,50191,1
1957,64324,63063,1
1958,64376,41979,1
1959,64376,57002,1
1960,64376,63603,1
1961,64400,24830,1
1962,64400,48631,1
1963,64400,54722,1
1964,64403,56343,1
1965,64413,887,1
1966,64413,36129,1
1967,64413,36348,1
1968,64491,8180,1
1969,64491,36266,1
1970,64491,60387,1
1971,64540,2992,1
1972,64540,6279,1
1973,64540,30540,1
1974,64540,48676,1
1975,64540,56333,1
1976,64540,61147,1
1977,64559,30291,1
1978,64559,45742,1
1979,64572,5362,1
1980,64572,53190,1
1981,64572,54424,1
1982,64608,3130,1
1983,64608,21618,1
1984,64608,59771,1
1985,64653,61103,1
1986,64653,63226,1
1987,64699,9433,1
1988,64699,48961,1
1989,64726,34831,1
1990,64726,41145,1
1991,64726,50701,1
1992,64805,176,1
1993,64805,25005,1
1994,64805,56343,1
1995,64805,64403,1
1996,64972,48950,1
1997,64972,49080,1
1998,65004,10443,1
1999,65004,25417,1
2000,65004,49267,1
2001,65004,52392,1
2002,65236,3159,1
2003,65236,47501,1
2004,65293,2992,1
2005,65293,48676,1
2006,65332,8955,1
2007,65332,15675,1
2008,65332,41531,1
2009,65348,17290,1
2010,65418,22204,1
2011,65418,28577,1
2012,65438,52968,1
2013,65443,5772,1
2014,65443,21038,1
2015,65443,42656,1
2016,65443,57923,1
2017,65511,25069,1
2018,65511,44134,1
2019,65511,47383,1
2020,65519,3103,1
2021,65519,13015,1
2022,65526,31189,1
2023,65526,36473,1
2024,65526,41488,1
2025,65538,26872,1
2026,65538,51437,1
2027,65540,16662,1
2028,65540,60418,1
2029,65556,23104,1
2030,65556,54455,1
2031,65556,58887,1
2032,65602,10068,1
2033,65602,36262,1
2034,65602,53240,1
2035,65603,15661,1
2036,65603,54574,1
2037,65659,3207,1
2038,65659,50875,1
2039,65659,52549,1
2040,65666,16998,1
2041,65666,52308,1
2042,65670,14666,1
2043,65670,31606,1
2044,65670,32926,1
2045,65670,55997,1
2046,65701,9966,1
2047,65705,7920,1
2048,65705,12005,1
2049,65768,19997,1
2050,65768,24484,1
2051,65789,5837,1
2052,65789,30367,1
2053,65789,37673,1
2054,65789,38224,1
2055,65790,4518,1
2056,65790,10933,1
2057,65813,58887,1
2058,65813,65556,1
2059,65822,9966,1
2060,65903,61947,1
2061,65905,21247,1
2062,65905,28991,1
2063,65909,16414,1
2064,65909,36834,1
2065,66046,3479,1
2066,66046,5732,1
2067,66046,57348,1
2068,66081,5701,1
2069,66081,6935,1
2070,66081,35900,1
2071,66081,50150,1
2072,66081,59197,1
2073,66120,64811,1
2074,66257,10770,1
2075,66257,35537,1
2076,66280,15717,1
2077,66297,3738,1
2078,66297,23556,1
2079,66297,61822,1
2080,66336,26235,1
2081,66336,39468,1
2082,66382,1252,1
2083,66382,43802,1
2084,66382,48524,1
2085,66452,25452,1
2086,66452,33978,1
2087,66485,4583,1
2088,66485,21616,1
2089,66485,47240,1
2090,66485,59479,1
2091,66485,61103,1
2092,66485,63226,1
2093,66486,30319,1
2094,66486,34831,1
2095,66518,53252,1
2096,66637,5937,1
2097,66676,5582,1
2098,66676,24860,1
2099,66676,60225,1
2100,66676,63076,1
2101,66679,1623,1
2102,66679,14266,1
2103,66679,34275,1
2104,66679,63428,1
2105,66703,6681,1
2106,66703,48355,1
2107,66751,18216,1
2108,66751,21755,1
2109,66751,48952,1
2110,66835,15390,1
2111,66835,36290,1
2112,66835,57003,1
2113,66864,11377,1
2114,66864,11846,1
2115,66864,46994,1
2116,66874,31397,1
2117,66874,38708,1
2118,66886,64764,1
2119,66888,9601,1
2120,66888,60937,1
2121,66921,17913,1
2122,66921,33755,1
2123,66921,58879,1
2124,66952,30062,1
2125,66952,41096,1
2126,66966,2018,1
2127,66966,45488,1
2128,66989,19366,1
2129,66989,49080,1
2130,66999,8009,1
2131,66999,16342,1
2132,66999,16881,1
2133,67012,2244,1
2134,67012,13015,1
2135,67012,21616,1
2136,67012,54924,1
2137,67012,63226,1
2138,67012,63924,1
2139,67050,18532,1
2140,67050,33401,1
2141,67050,45173,1
2142,67050,56448,1
2143,67184,26094,1
2144,67184,42688,1
2145,67217,12110,1
2146,67217,21961,1
2147,67226,3670,1
2148,67226,8378,1
2149,67226,26235,1
2150,67226,66336,1
2151,67293,14881,1
2152,67294,18532,1
2153,67294,20394,1
2154,67294,27134,1
2155,67294,51862,1
2156,67307,25452,1
2157,67307,66452,1
2158,67328,9601,1
2159,67328,17913,1
2160,67328,28304,1
2161,67328,53597,1
2162,67355,16488,1
2163,67355,25202,1
2164,67507,31128,1
2165,67507,46315,1
2166,67507,46729,1
2167,67620,26878,1
2168,67634,4384,1
2169,67634,10785,1
2170,67634,12327,1
2171,67634,43815,1
2172,67650,1384,1
2173,67650,9112,1
2174,67650,53166,1
2175,67764,5048,1
2176,67764,16168,1
2177,67764,17769,1
2178,67769,63464,1
2179,67775,18532,1
2180,67775,20394,1
2181,67775,30540,1
2182,67775,51565,1
2183,67817,602,1
2184,67817,26717,1
2185,67817,43277,1
2186,67960,12054,1
2187,67960,16219,1
2188,67960,22328,1
2189,67960,51364,1
2190,67966,12236,1
2191,67966,56366,1
2192,67994,10917,1
2193,67994,63242,1
2194,68006,23385,1
2195,68006,60937,1
2196,68006,66888,1
2197,68089,43927,1
2198,68096,10593,1
2199,68096,56951,1
2200,68153,22497,1
2201,68153,25987,1
2202,68168,57814,1
2203,68168,59914,1
2204,68168,60960,1
2205,68178,10369,1
2206,68178,59535,1
2207,68295,36683,1
2208,68295,55391,1
2209,68309,42534,1
2210,68309,43070,1
2211,68371,21394,1
2212,68371,40223,1
2213,68371,57712,1
2214,68371,66939,1
2215,68416,13015,1
2216,68416,13083,1
2217,68416,62181,1
2218,68422,8416,1
2219,68422,9421,1
2220,68461,8178,1
2221,68461,9065,1
2222,68461,16804,1
2223,68620,6377,1
2224,68620,14198,1
2225,68620,30920,1
2226,68645,33755,1
2227,68645,58879,1
2228,68645,66921,1
2229,68679,7341,1
2230,68679,21266,1
2231,68679,29768,1
2232,68679,33117,1
2233,68679,38660,1
2234,68736,15265,1
2235,68736,51264,1
2236,68747,564,1
2237,68747,10715,1
2238,68747,32113,1
2239,68860,18402,1
2240,68860,40384,1
2241,68860,51118,1
2242,68893,4532,1
2243,68893,10867,1
2244,68893,30292,1
2245,68893,57851,1
2246,68902,7994,1
2247,68902,16414,1
2248,68902,42177,1
2249,68976,25755,1
2250,68976,36505,1
2251,68989,5772,1
2252,68989,42656,1
2253,68989,57923,1
2254,68989,65443,1
2255,69103,10369,1
2256,69103,22304,1
2257,69135,7163,1
2258,69135,25224,1
2259,69156,7097,1
2260,69156,20237,1
2261,69162,65822,1
2262,69187,36266,1
2263,69269,52968,1
2264,69304,61754,1
2265,69304,61815,1
2266,69342,22221,1
2267,69342,31606,1
2268,69395,26653,1
2269,69408,16219,1
2270,69461,38557,1
2271,69461,54168,1
2272,69461,68645,1
2273,69525,65813,1
2274,69565,68295,1
2275,69597,59812,1
2276,69642,37729,1
2277,69669,10195,1
2278,69669,26409,1
2279,69703,2532,1
2280,69703,34685,1
2281,69703,39098,1
2282,69707,61708,1
2283,69709,65348,1
2284,69824,32208,1
2285,69844,16867,1
2286,69844,26176,1
2287,69854,51513,1
2288,69855,9724,1
2289,69855,20950,1
2290,69855,22304,1
2291,69949,4717,1
2292,69949,21192,1
2293,69949,42652,1
2294,69949,43850,1
2295,69949,52246,1
2296,70006,18268,1
2297,70006,20098,1
2298,70006,30062,1
2299,70006,41096,1
2300,70006,48274,1
2301,70006,48913,1
2302,70006,50565,1
2303,70012,10902,1
2304,70012,19097,1
2305,70012,20599,1
2306,70012,33900,1
2307,70064,25011,1
2308,70064,41722,1
2309,70066,39172,1
2310,70066,45174,1
2311,70066,54804,1
2312,70117,22204,1
2313,70117,28577,1
2314,70117,64291,1
2315,70145,2673,1
2316,70145,39017,1
2317,70145,48133,1
2318,70161,31397,1
2319,70161,50153,1
2320,70215,34946,1
2321,70215,46433,1
2322,70231,10593,1
2323,70231,22197,1
2324,70231,57432,1
2325,70310,12157,1
2326,70310,16998,1
2327,70310,26766,1
2328,70310,52308,1
2329,70310,65666,1
2330,70324,2196,1
2331,70324,34011,1
2332,70324,47919,1
2333,70347,36738,1
2334,70384,4583,1
2335,70384,12018,1
2336,70384,47240,1
2337,70384,61103,1
2338,70494,2584,1
2339,70494,54005,1
2340,70541,21616,1
2341,70541,54032,1
2342,70541,63924,1
2343,70541,67012,1
2344,70556,16999,1
2345,70592,25709,1
2346,70592,65519,1
2347,70592,69844,1
2348,70599,60048,1
2349,70599,62993,1
2350,70603,12038,1
2351,70603,21726,1
2352,70603,28350,1
2353,70632,11413,1
2354,70632,13939,1
2355,70632,37935,1
2356,70632,47645,1
2357,70632,70065,1
2358,70648,7726,1
2359,70648,10593,1
2360,70648,22197,1
2361,70648,57432,1
2362,70648,70231,1
2363,70693,11040,1
2364,70693,63076,1
2365,70788,48116,1
2366,70788,56067,1
2367,70816,30234,1
2368,70859,30540,1
2369,70859,56448,1
2370,70859,69709,1
2371,70888,7299,1
2372,70888,51118,1
2373,70912,10608,1
2374,70912,43348,1
2375,70912,61953,1
2376,70965,31397,1
2377,70965,61219,1
2378,70965,66874,1
2379,70965,70161,1
2380,70982,6935,1
2381,70982,23205,1
2382,70982,60604,1
2383,71028,61815,1
2384,71028,69304,1
2385,71031,1623,1
2386,71031,11113,1
2387,71031,42842,1
2388,71032,9837,1
2389,71032,31097,1
2390,71041,9008,1
2391,71041,61036,1
2392,71109,7920,1
2393,71109,45161,1
2394,71109,52574,1
2395,71162,10333,1
2396,71162,40744,1
2397,71162,65236,1
2398,71262,24791,1
2399,71277,11781,1
2400,71277,48524,1
2401,71277,67891,1
2402,71294,5438,1
2403,71294,63670,1
2404,71349,4717,1
2405,71378,35537,1
2406,71378,70064,1
2407,71470,9874,1
2408,71470,36563,1
2409,71555,36467,1
2410,71555,44918,1
2411,71555,67620,1
2412,71640,22328,1
2413,71650,36139,1
2414,71650,43429,1
2415,71815,1884,1
2416,71815,4452,1
2417,71836,15711,1
2418,71836,21041,1
2419,71836,48034,1
2420,71836,51355,1
2421,71838,9523,1
2422,71838,23310,1
2423,71838,41531,1
2424,71841,23385,1
2425,71892,13591,1
2426,71892,40024,1
2427,71892,43920,1
2428,71893,15265,1
2429,71893,30265,1
2430,71893,68736,1
2431,71905,9874,1
2432,71905,71470,1
2433,71906,7299,1
2434,71906,56570,1
2435,71906,56846,1
2436,71906,61219,1
2437,71906,70888,1
2438,71946,6137,1
2439,71946,25453,1
2440,71990,602,1
2441,71990,14529,1
2442,71990,70668,1
2443,71991,23367,1
2444,71991,28350,1
2445,71991,35537,1
2446,71991,54168,1
2447,72034,33868,1
2448,72034,36834,1
2449,72081,3207,1
2450,72081,11814,1
2451,72081,27366,1
2452,72081,44918,1
2453,72081,52445,1
2454,72081,55042,1
2455,72116,15816,1
2456,72116,71277,1
2457,72138,1083,1
2458,72138,10369,1
2459,72138,50217,1
2460,72138,65670,1
2461,72139,43928,1
2462,72141,8634,1
2463,72141,21488,1
2464,72141,21831,1
